Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2020/11/29,01:25 PM,Snack,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
2020/11/29,01:25 PM,Snack,"Cornbread, Homemade","0.80 piece - 3"" x 3""",171.25,0,0,28.93,0.18,0.19,1.38,0.28,0.05,0.21,15.38,74.27,260.57,117.3,0.04,18.35,0.3,2.06,104.73,0.03,1.37,10.52,0.11,87.93,73.6,8.53,257.26,0.37,24.38,0.88,18.68,4.78,23.49,6.28,37.08,2.3,0.7,2.66,0.51,0.03,0.62,0.08,0.1,0.17,0.38,0.18,0.1,0.21,3.97,0.14,0.04,0.14,0.21,Baked Products
2020/11/29,03:17 PM,Snack,Vanilla Wafers,5.00 small,68.29,0,0,1.3,0.06,0.04,0.41,0.06,0.01,0.01,0.02,14.14,1.76,1.05,0,0.13,0.61,2.05,10.4,0.01,0.33,2.41,0.05,13.7,14.88,2.93,48.76,0.08,10.88,0.21,4.98,5.63,10.67,2.49,0.57,0.48,1.33,0.55,0,0.07,1.26,0.02,0.02,0.03,0.06,0.02,0.01,0.04,0.78,0.02,0.01,0.02,0.03,Sweets
2020/11/29,03:17 PM,Snack,Nestle Toll House Chocolate Chips,2.50 Tablespoon,175,,,,,,,,,,,,,,,,,,,,,,,,,,0,,22.5,,,20,22.5,10,0,,,6.25,,,,,,,,,,,,,,,,Sweets
2020/11/30,07:02 AM,Breakfast,"Coffee, Prepared From Grounds",30.00 fl oz,8.88,0,355.21,882.6,0.12,0.67,1.7,2.26,0.01,0,0,17.76,0,0,0,0,0.09,0.89,17.76,0.02,0.09,26.64,0.2,26.64,435.13,0,17.76,0.18,4.17,4.17,0,0,0,0.18,0,0.13,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.03,1.07,0.01,0,0.02,0.03,Beverages
2020/11/30,07:03 AM,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
2020/11/30,07:03 AM,Breakfast,"Almond Milk, Plain, Original, Unsweetened",2.00 cup,72,0,0,463.38,0,0.05,0.34,0.05,0,0,0,4.8,0,0,0,196.8,16.03,0,883.18,0.1,1.34,28.8,0.19,43.2,321.59,0.48,345.59,0.29,6.29,0.96,0.34,3.89,5.33,4.61,0,2.83,1.15,0.43,0,0,1.21,0.02,0.05,0.07,0.13,0.05,0.01,0.11,1.92,0.06,0.02,0.04,0.08,Beverages
2020/11/30,09:18 AM,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
2020/11/30,09:18 AM,Breakfast,"Blueberries, Fresh","0.80 cup, whole pieces",67.49,0,0,99.7,0.04,0.05,0.49,0.15,0.06,0,37.89,7.1,94.72,63.94,11.48,0,0.69,22.85,7.1,0.07,0.33,7.1,0.4,14.21,91.17,0.12,1.18,0.19,17.16,2.84,0.04,11.79,14.31,0.39,0,0.06,0.17,0.03,0,0.07,0.1,0.01,0.01,0.03,0.05,0.02,0.01,0.03,0.88,0.02,0,0.01,0.04,Fruits and Fruit Juices
2020/11/30,09:18 AM,Breakfast,"Strawberries, Fresh","0.70 cup, halves",34.05,0,0,96.77,0.03,0.02,0.41,0.13,0.05,0,7.45,25.54,27.66,12.77,62.56,0,0.3,2.34,17.02,0.05,0.44,13.83,0.41,25.54,162.79,0.43,1.06,0.15,8.17,2.13,0.04,5.2,6.04,0.32,0,0.05,0.16,0.02,0,0.07,0.1,0.01,0.01,0.02,0.04,0.03,0,0.02,0.71,0.02,0.01,0.02,0.02,Fruits and Fruit Juices
2020/11/30,06:56 PM,Lunch,"Mixed Vegetables, Broccoli, Cauliflower and Carrots","1.00 cup, cut pieces",24.45,0,0,90.94,0.04,0.06,0.38,0.18,0.11,0,1037.73,44.34,562.96,2042.54,32.09,0,0.61,45.92,25.6,0.03,0.51,10.85,0.18,35.5,143.45,0.64,18.48,0.22,4.79,2.85,0.42,1.38,1.93,0.22,0,0.01,0.1,0.03,0,0.06,0,0.02,0.04,0.09,0.11,0.11,0.03,0.07,2.16,0.08,0.02,0.05,0.1,Vegetables and Vegetable Products
2020/11/30,07:00 PM,Lunch,"Spanish Rice, Mexican Rice, without Meat",0.50 cup,91.58,0,0,121.5,0.56,0.06,1.33,0.29,0.17,0,261.63,28.02,90.4,450.41,15.13,0,0.66,3.68,35.79,0.09,1.12,15.65,0.3,38.45,203.63,4.13,104.98,0.36,17.39,2.02,10.57,3.12,15.37,1.75,0,0.83,0.37,0.42,0.3,0.02,0.16,0.04,0.04,0.08,0.13,0.08,0.04,0.09,2.08,0.08,0.02,0.06,0.09,"Meals, Entrees, and Sidedishes"
2020/11/30,07:00 PM,Lunch,"Refried Beans, Homemade",0.40 cup,212.22,0,0,69.47,0.05,0.02,0.27,0.16,0.18,0,0,23.62,0,0,0.1,11.32,0.78,2.66,61.99,0.26,1.31,31.49,0.38,99.39,269.63,4.75,235.19,0.61,19.9,5.41,10.05,0.53,14.49,11.98,10.54,5.15,1.51,4.5,0.12,0.26,1.24,0.06,0.18,0.28,0.5,0.44,0.08,0.35,6.88,0.26,0.08,0.14,0.32,Vegetables and Vegetable Products
2020/11/30,07:05 PM,Lunch,"Lettuce, Mixed Greens","2.00 cup, chopped",18.92,0,0,103.51,0.07,0.1,0.43,0.29,0.09,0,3717.14,118.59,4091.85,6196.19,11.13,0,0.65,212.72,52.37,0.07,1.27,28.16,0.41,34.32,319.92,0.51,32.34,0.41,3.54,2.18,0.02,1.01,1.37,0.26,0,0.01,0.13,0.04,0,0.08,0,0.02,0.03,0.08,0.11,0.09,0.02,0.07,1.67,0.07,0.02,0.05,0.08,Vegetables and Vegetable Products
2020/11/30,07:05 PM,Dinner,"Chicken Breast, Skin Removed Before Cooking",2.50 oz,122.61,0,0,45.9,0.05,0.08,8.8,0.69,0.43,0.24,0,2.83,0,20.55,0,3.54,0.19,0.21,10.63,0.04,0.75,19.14,0.01,153.09,175.06,17.29,54.57,0.87,0,0,0,0,0,3.2,60.24,1.09,0.69,0.9,0.06,0.07,0.58,0.28,0.68,1.16,1.64,1.86,0.61,0.87,21.91,0.92,0.26,0.74,1.09,Poultry Products
2020/11/30,07:07 PM,Dinner,"Zucchini, Cooked from Fresh","0.80 cup, diced",25.2,0,0,159.96,0.06,0.04,0.86,0.48,0.13,0,1125.56,47.04,1931.94,1876.5,21.67,0,0.2,7.06,30.24,0.09,0.62,31.92,0.29,62.16,443.51,0.34,5.04,0.55,4.52,1.68,0,2.87,2.84,0.6,0,0.05,0.25,0.12,0,0.16,0.1,0.01,0.02,0.04,0.06,0.06,0.02,0.04,1.92,0.03,0.01,0.03,0.05,Vegetables and Vegetable Products
2020/11/30,07:07 PM,Dinner,"Onion, White, Yellow or Red, Cooked","0.30 cup, chopped",27.72,0,0,55.35,0.03,0.01,0.1,0.07,0.08,0,0.63,9.45,2.52,1.26,3.28,0,0.01,0.31,13.86,0.04,0.15,6.93,0.1,22.05,104.58,0.38,1.89,0.13,6.39,0.88,0,2.98,5.51,0.12,0,0.02,0.05,0.02,0,0,0,0.02,0.01,0.03,0.03,0.04,0.01,0.02,0.86,0.02,0.01,0.02,0.02,Vegetables and Vegetable Products
2020/11/30,07:07 PM,Dinner,"Angel Hair Pasta, White, Cooked in Unsalted Water",0.80 cup,176.96,0,0,69.59,0.31,0.15,1.89,0.13,0.05,0,0,138.1,7.84,0,0,0,0.07,0,7.84,0.11,1.43,20.16,0.36,64.96,49.28,29.57,1.12,0.57,34.56,2.02,29.13,0.63,32.55,1.04,0,0.15,0.37,0.2,0,0.03,0.33,0.13,0.15,0.25,0.49,0.15,0.07,0.33,6.5,0.23,0.09,0.12,0.29,Cereal Grains and Pasta
2020/11/30,07:08 PM,Dinner,"Tomato Raw, Includes Cherry, Grape, Roma",2.00 wedge - 1/8 medium,5.54,0,0,29.06,0.01,0.01,0.18,0.03,0.02,0,138.07,4.61,37.82,256.15,4.21,0,0.17,2.43,3.08,0.02,0.08,3.38,0.04,7.38,72.88,0,1.54,0.05,1.2,0.37,0,0.81,0.83,0.06,0,0.01,0.03,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0.27,0.01,0,0,0.01,Vegetables and Vegetable Products
2020/11/30,07:36 PM,Dinner,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.70 cup,125.73,0,0,384.02,0.11,0.87,0.29,0.13,0.17,5.1,3.66,41.73,0,849.99,1.24,204.07,0.26,14.04,510,0.3,1.84,68,0.6,179.09,510,9.52,144.42,1.02,6.11,4.39,0,1.73,1.72,6.56,0,1.45,3.7,0.95,0,0.44,3.21,0.19,0.33,0.59,0.99,0.81,0.17,0.64,13.31,0.53,0.18,0.46,0.61,Beverages
2020/12/2,09:19 AM,Breakfast,"Coffee, Prepared From Grounds",12.00 fl oz,3.55,0,142.08,353.04,0.05,0.27,0.68,0.9,0,0,0,7.1,0,0,0,0,0.04,0.36,7.1,0.01,0.04,10.66,0.08,10.66,174.05,0,7.1,0.07,1.67,1.67,0,0,0,0.07,0,0.05,0,0.01,0,0,0,0.01,0.01,0.01,0.02,0,0,0.01,0.43,0,0,0.01,0.01,Beverages
2020/12/2,09:19 AM,Breakfast,"Vega One, All In One Shake, Chocolate",0.50 scoop,90,,,,0.4,0.45,6.8,2.55,0.5,0.75,,105,,200,20,140,5.1,29.5,90,,3.5,20,,110,235,,110,,7.5,2,,0.5,5.5,3,0,0.5,1.5,0.5,0,,,,,,,,,,10,,,,,Beverages
2020/12/2,09:19 AM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.00 cup,73.96,0,0,225.9,0.07,0.51,0.17,0.08,0.1,3,2.15,24.55,0,499.99,0.73,120.04,0.15,8.26,300,0.17,1.08,40,0.35,105.35,300,5.6,84.95,0.6,3.59,2.58,0,1.02,1.01,3.86,0,0.85,2.18,0.56,0,0.26,1.89,0.11,0.19,0.35,0.58,0.48,0.1,0.37,7.83,0.31,0.1,0.27,0.36,Beverages
2020/12/2,09:20 AM,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
2020/12/2,09:20 AM,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
2020/12/2,09:20 AM,Breakfast,"Mandarin Orange, Fresh","1.00 small - 2 1/4"" diameter",40.28,0,0,64.73,0.04,0.03,0.29,0.16,0.06,0,117.8,12.16,104.88,517.56,20.29,0,0.15,0,28.12,0.03,0.11,9.12,0.03,15.2,126.16,0.08,1.52,0.05,10.14,1.37,0,8.04,8.77,0.24,0,0.05,0.05,0.03,0,0.01,0.04,0,0.01,0.01,0.02,0.02,0,0.01,0.62,0.01,0,0.01,0.02,Fruits and Fruit Juices
2020/12/2,06:27 PM,Lunch,"Red Bell Peppers, Cooked",0.60 cup,14.37,0,0,47.14,0.03,0.02,0.24,0.04,0.12,0,782.45,8.21,24.11,1508.97,87.74,0,0.85,2.62,4.62,0.03,0.24,5.13,0.06,9.24,85.17,0.15,1.03,0.06,3.44,0.62,0.04,2.25,2.82,0.1,0,0.01,0.05,0.01,0,0.01,0,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.47,0.02,0.01,0.01,0.02,Vegetables and Vegetable Products
2020/12/2,06:27 PM,Lunch,"Brussels Sprouts, Cooked from Fresh",1.00 cup,80.25,0,0,198.18,0.24,0.18,1.35,0.56,0.4,0,1036.62,133.76,2875.79,1727.7,138.22,0,0.96,312.77,80.25,0.19,2.68,44.59,0.51,124.84,706.69,3.34,46.82,0.74,15.83,5.8,0.78,3.88,10.03,1.11,0,0.08,0.57,0.23,0,0.39,0,0.04,0.13,0.22,0.25,0.26,0.05,0.16,5.68,0.2,0.06,0.08,0.26,Vegetables and Vegetable Products
2020/12/2,07:26 PM,Lunch,"Chicken Breast, Skin Removed Before Cooking",3.00 oz,147.13,0,0,55.08,0.06,0.1,10.56,0.83,0.51,0.29,0,3.4,0,24.66,0,4.25,0.23,0.26,12.76,0.04,0.9,22.96,0.01,183.7,210.07,20.75,65.49,1.05,0,0,0,0,0,3.84,72.29,1.31,0.83,1.08,0.08,0.09,0.7,0.34,0.82,1.39,1.97,2.23,0.73,1.04,26.29,1.11,0.31,0.89,1.3,Poultry Products
2020/12/2,07:27 PM,Lunch,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
2020/12/2,07:29 PM,Dinner,"Lettuce, Iceberg","2.50 cup, chopped",19.95,0,0,136.29,0.06,0.04,0.18,0.13,0.06,0,426.07,41.32,394.72,715.34,3.99,0,0.31,34.34,25.65,0.04,0.58,9.97,0.18,28.5,200.92,0.14,14.25,0.21,4.23,1.71,0,2.81,2.52,0.2,0,0.01,0.11,0.03,0,0.07,0,0.01,0.01,0.03,0.04,0.03,0.01,0.03,1.28,0.04,0.01,0.01,0.03,Vegetables and Vegetable Products
2020/12/2,07:29 PM,Dinner,Thin Sliced Sirloin Tip Steak for Carne Asada,2.00 x 4.0 ounces,400,,,,,,,,,,,,,,,,,,0,,3.6,,,,,,110,,0,,,,0,22,140,,,9,,,,,,,,,,,48,,,,,Beef Products
2020/12/2,07:29 PM,Dinner,"Angel Hair Pasta, White, Cooked in Unsalted Water",1.20 cup,265.44,0,0,104.38,0.46,0.23,2.84,0.19,0.08,0,0,207.14,11.76,0,0,0,0.1,0,11.76,0.17,2.15,30.24,0.54,97.44,73.92,44.35,1.68,0.86,51.84,3.02,43.7,0.94,48.82,1.56,0,0.22,0.55,0.3,0,0.04,0.5,0.19,0.22,0.38,0.73,0.22,0.11,0.49,9.74,0.34,0.14,0.18,0.43,Cereal Grains and Pasta
2020/12/2,07:30 PM,Dinner,"Ragu, Original",1.25 x 0.5 Cup (125 mL),100,,,,,,,,,,,,,937.5,7.5,,,,25,,1.35,,,,,,600,,16.25,2.5,,10,13.75,3.13,0,,,0.5,0,,,,,,,,,,2.5,,,,,"Soups, Sauces, and Gravies"
2020/12/2,07:31 PM,Dinner,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.50 cup,110.94,0,0,338.84,0.1,0.77,0.26,0.12,0.15,4.5,3.23,36.82,0,749.99,1.1,180.06,0.23,12.39,450,0.26,1.62,60,0.53,158.02,450,8.4,127.43,0.9,5.39,3.87,0,1.52,1.52,5.78,0,1.28,3.27,0.84,0,0.39,2.84,0.17,0.29,0.52,0.87,0.71,0.15,0.56,11.74,0.47,0.16,0.4,0.54,Beverages
2020/12/2,08:58 PM,Dinner,Dark Chocolate Covered Almonds,7.00 piece,103.18,0,6.77,0.28,0.01,0.04,0.22,0.06,0.01,0.04,4.12,3.2,4.91,7.93,0,4.1,0.85,1.27,16.83,0.19,0.84,31.03,0.29,46.76,109.82,0.59,3.81,0.41,10.27,1.47,0.62,7.67,8.79,6.41,1.26,2.44,0.54,3.03,0.02,0.01,0.52,0.02,0.03,0.05,0.09,0.06,0.01,0.07,1.4,0.05,0.02,0.04,0.07,Sweets
2020/12/3,01:48 PM,Breakfast,"Coffee, Prepared From Grounds",35.00 fl oz,10.36,0,414.41,1029.7,0.15,0.79,1.98,2.63,0.01,0,0,20.72,0,0,0,0,0.1,1.04,20.72,0.02,0.1,31.08,0.24,31.08,507.65,0,20.72,0.21,4.87,4.87,0,0,0,0.21,0,0.16,0.01,0.02,0,0,0,0.02,0.02,0.02,0.05,0.01,0,0.03,1.24,0.01,0,0.02,0.03,Beverages
2020/12/3,01:48 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",3.00 cup,221.88,0,0,677.69,0.2,1.53,0.52,0.23,0.3,9,6.45,73.64,0,1499.98,2.19,360.12,0.45,24.77,899.99,0.52,3.24,120,1.06,316.05,899.99,16.8,254.86,1.8,10.78,7.74,0,3.05,3.04,11.57,0,2.56,6.53,1.68,0,0.77,5.67,0.34,0.58,1.04,1.75,1.43,0.29,1.12,23.49,0.93,0.31,0.81,1.07,Beverages
2020/12/3,01:48 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.40 scoop,252,,,,1.12,1.26,19.04,7.14,1.4,2.1,,294,,560,56,392,14.28,82.6,252,,9.8,56,,308,658,,308,,21,5.6,,1.4,15.4,8.4,0,1.4,4.2,1.4,0,,,,,,,,,,28,,,,,Beverages
2020/12/3,01:48 PM,Breakfast,"Orgain, Organic Protein & Superfoods, Vanilla Bean",0.50 x 2.0 scoops,80,,,,0.2,0.25,0.5,0.5,0.3,0.05,,9.5,,18.32,8,0,,,41,,4,12,,,48.5,,155,,10.5,2.5,,0.5,8,2.25,0,,,0.25,0,,,0.19,0.22,0.5,0.89,0.41,0.27,0.6,10.5,0.38,0.09,0.06,0.06,Supplements
2020/12/3,01:49 PM,Breakfast,"Strawberries, Fresh","0.70 cup, halves",34.05,0,0,96.77,0.03,0.02,0.41,0.13,0.05,0,7.45,25.54,27.66,12.77,62.56,0,0.3,2.34,17.02,0.05,0.44,13.83,0.41,25.54,162.79,0.43,1.06,0.15,8.17,2.13,0.04,5.2,6.04,0.32,0,0.05,0.16,0.02,0,0.07,0.1,0.01,0.01,0.02,0.04,0.03,0,0.02,0.71,0.02,0.01,0.02,0.02,Fruits and Fruit Juices
2020/12/3,01:49 PM,Breakfast,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
2020/12/3,01:49 PM,Lunch,"Eat Smart, Vegetable Salad Kit",2.00 x 3.0 oz,299.2,,,,,,,,,,,,,1999.2,83.98,,,,79.9,,2.16,,,,,,299.2,,30,4.08,,19.99,25.92,18,0,,,2.99,0,,,,,,,,,,6,,,,,
2020/12/3,01:50 PM,Lunch,"Chicken Breast, Skin Removed Before Cooking",2.00 oz,98.09,0,0,36.72,0.04,0.07,7.04,0.55,0.34,0.19,0,2.27,0,16.44,0,2.83,0.15,0.17,8.5,0.03,0.6,15.31,0.01,122.47,140.05,13.83,43.66,0.7,0,0,0,0,0,2.56,48.19,0.87,0.56,0.72,0.05,0.06,0.46,0.22,0.54,0.93,1.31,1.49,0.48,0.7,17.53,0.74,0.2,0.59,0.87,Poultry Products
2020/12/3,09:53 PM,Dinner,"Salmon, Atlantic, Wild, Cooked",2.00 oz,103.19,0,0,33.8,0.16,0.28,5.71,1.09,0.54,1.73,0,16.44,0,24.95,0,197.31,2.25,0.41,8.5,0.18,0.58,20.98,0.01,145.15,356.07,26.54,31.75,0.46,0,0,0,0,0,4.61,40.26,1.53,1.85,0.71,0,1.53,0.32,0.15,0.42,0.66,1.17,1.32,0.43,0.56,14.42,0.63,0.16,0.49,0.74,Finfish and Shellfish Products
2020/12/3,09:54 PM,Dinner,"Baked Potato, Plain, Skin Eaten","1.50 medium - 2 1/4"" to 3 1/4"" diameter",241.33,0,0,194.34,0.17,0.12,3.66,0.98,0.81,0,15.57,72.66,77.85,25.95,24.91,0,0.1,5.19,38.93,0.31,2.8,72.66,0.57,181.65,1388.32,1.04,25.95,0.93,54.88,5.71,44.82,3.06,49.18,0.34,0,0.01,0.15,0.09,0,0.03,0,0.08,0.11,0.21,0.31,0.34,0.1,0.26,6.49,0.21,0.06,0.15,0.32,Vegetables and Vegetable Products
2020/12/3,09:54 PM,Dinner,"Green Beans, Cooked from Fresh","1.00 cup, cut pieces",43.75,0,0,111.52,0.09,0.12,0.77,0.09,0.07,0,475,41.25,801.25,791.25,12.12,0,0.57,59.87,55,0.07,0.81,22.5,0.36,36.25,182.5,0.25,1.25,0.31,9.85,4,1.45,4.54,5.85,0.35,0,0.01,0.18,0.08,0,0.11,0,0.02,0.04,0.09,0.14,0.11,0.03,0.09,2.36,0.1,0.02,0.05,0.12,Vegetables and Vegetable Products
2020/12/3,09:54 PM,Dinner,"Chocolate Chip Cookies, Homemade","1.00 each - approx 2 1/4"" diameter",75.46,0.02,2.81,2.01,0.03,0.03,0.25,0.05,0.01,0.02,4.93,8.94,6.2,82.57,0,3.07,0.1,0.48,5.28,0.04,0.35,6.44,0.06,13.15,26.03,1.94,70.55,0.12,9.94,0.38,2.88,6.64,9.56,3.99,11.48,1.15,0.17,2.41,0.1,0.01,0.14,0.01,0.02,0.03,0.06,0.03,0.01,0.04,0.77,0.03,0.01,0.03,0.04,Baked Products
2020/12/4,12:25 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",3.00 cup,221.88,0,0,677.69,0.2,1.53,0.52,0.23,0.3,9,6.45,73.64,0,1499.98,2.19,360.12,0.45,24.77,899.99,0.52,3.24,120,1.06,316.05,899.99,16.8,254.86,1.8,10.78,7.74,0,3.05,3.04,11.57,0,2.56,6.53,1.68,0,0.77,5.67,0.34,0.58,1.04,1.75,1.43,0.29,1.12,23.49,0.93,0.31,0.81,1.07,Beverages
2020/12/4,12:25 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.40 scoop,252,,,,1.12,1.26,19.04,7.14,1.4,2.1,,294,,560,56,392,14.28,82.6,252,,9.8,56,,308,658,,308,,21,5.6,,1.4,15.4,8.4,0,1.4,4.2,1.4,0,,,,,,,,,,28,,,,,Beverages
2020/12/4,12:25 PM,Breakfast,"Coffee, Prepared From Grounds",35.00 fl oz,10.36,0,414.41,1029.7,0.15,0.79,1.98,2.63,0.01,0,0,20.72,0,0,0,0,0.1,1.04,20.72,0.02,0.1,31.08,0.24,31.08,507.65,0,20.72,0.21,4.87,4.87,0,0,0,0.21,0,0.16,0.01,0.02,0,0,0,0.02,0.02,0.02,0.05,0.01,0,0.03,1.24,0.01,0,0.02,0.03,Beverages
2020/12/4,12:26 PM,Breakfast,"Banana, Fresh","1.00 large - 8"" to 8 7/8"" long",121.04,0,0,101.88,0.04,0.1,0.9,0.45,0.5,0,35.36,27.2,29.92,87.04,11.83,0,0.18,0.68,6.8,0.11,0.35,36.72,0.37,29.92,486.88,1.36,1.36,0.2,31.06,3.54,7.32,16.63,27.53,0.45,0,0.04,0.1,0.15,0,0.04,0.06,0.01,0.1,0.04,0.09,0.07,0.01,0.07,1.48,0.04,0.01,0.01,0.06,Fruits and Fruit Juices
2020/12/4,12:26 PM,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
2020/12/4,12:26 PM,Lunch,"Carrots, Cooked From Fresh",116.00 g,40.6,0,0,104.59,0.08,0.05,0.75,0.27,0.18,0,9664.84,16.24,796.9,19757.71,4.18,0,1.19,15.89,34.8,0.02,0.39,11.6,0.18,34.8,272.59,0.81,67.28,0.23,9.53,3.48,0.2,4,6.06,0.21,0,0.01,0.1,0.03,0,0,0,0.08,0.04,0.07,0.1,0.1,0.02,0.06,0.88,0.18,0.01,0.04,0.06,Vegetables and Vegetable Products
2020/12/4,12:27 PM,Lunch,"Eat Smart, Vegetable Salad Kit",1.50 x 3.0 oz,224.4,,,,,,,,,,,,,1499.4,62.98,,,,59.93,,1.62,,,,,,224.4,,22.5,3.06,,14.99,19.44,13.5,0,,,2.24,0,,,,,,,,,,4.5,,,,,
2020/12/4,12:27 PM,Lunch,"Salmon, Atlantic, Wild, Cooked",2.00 oz,103.19,0,0,33.8,0.16,0.28,5.71,1.09,0.54,1.73,0,16.44,0,24.95,0,197.31,2.25,0.41,8.5,0.18,0.58,20.98,0.01,145.15,356.07,26.54,31.75,0.46,0,0,0,0,0,4.61,40.26,1.53,1.85,0.71,0,1.53,0.32,0.15,0.42,0.66,1.17,1.32,0.43,0.56,14.42,0.63,0.16,0.49,0.74,Finfish and Shellfish Products
2020/12/4,12:47 PM,Lunch,"Lindt Excellence, 85% cocoa",0.30 x 3.0 pieces,51,,,,,,,,,,,,,,,0,,,7.5,,0.9,,,,33.6,,3,,3.3,1.2,,1.2,2.1,4.2,0,,,2.4,0,,,,,,,,,,1.2,,,,,Sweets
